GENE.NAME,KEGG,PathwayID,Pathway_info,Details
PMM0059,K00748,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540]
apt,K00759,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
apt,K00759,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
upp,K00761,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
pyrE,K00762,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
purF,K00764,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
purF,K00764,9112,Enzyme families,01002 Peptidases [BR:ko01002]
purF,K00764,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
hisG,K00765,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
trpD,K00766,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
nadC,K00767,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
mtnP,K00772,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
tgt,K00773,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
rlmH,K00783,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rnz,K00784,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
rnz,K00784,9122,Translation,03013 RNA transport [PATH:ko03013]
thiE,K00788,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
metK,K00789,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
murA,K00790,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
murA,K00790,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
murA,K00790,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
miaA,K00791,9109,Metabolism of terpenoids and polyketides,00908 Zeatin biosynthesis [PATH:ko00908]
miaA,K00791,9109,Metabolism of terpenoids and polyketides,01006 Prenyltransferases [BR:ko01006]
miaA,K00791,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
ribE,K00793,9108,Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740]
ribH,K00794,9108,Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740]
folP,K00796,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790]
speE,K00797,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410]
speE,K00797,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
speE,K00797,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
speE,K00797,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
PMM0245,K00798,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
PMM0566,K00799,9168,Drug resistance,01524 Platinum drug resistance [PATH:ko01524]
GSTO1,K00799,9168,Drug resistance,01524 Platinum drug resistance [PATH:ko01524]
gst1,K00799,9168,Drug resistance,01524 Platinum drug resistance [PATH:ko01524]
PMM0566,K00799,9161,Cancers,05204 Chemical carcinogenesis [PATH:ko05204]
GSTO1,K00799,9161,Cancers,05204 Chemical carcinogenesis [PATH:ko05204]
gst1,K00799,9161,Cancers,05204 Chemical carcinogenesis [PATH:ko05204]
PMM0566,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
GSTO1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
gst1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
PMM0566,K00799,9161,Cancers,05225 Hepatocellular carcinoma [PATH:ko05225]
GSTO1,K00799,9161,Cancers,05225 Hepatocellular carcinoma [PATH:ko05225]
gst1,K00799,9161,Cancers,05225 Hepatocellular carcinoma [PATH:ko05225]
PMM0566,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983]
GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983]
gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983]
PMM0566,K00799,9161,Cancers,05200 Pathways in cancer [PATH:ko05200]
GSTO1,K00799,9161,Cancers,05200 Pathways in cancer [PATH:ko05200]
gst1,K00799,9161,Cancers,05200 Pathways in cancer [PATH:ko05200]
PMM0566,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982]
GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982]
gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982]
PMM0566,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000]
GSTO1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000]
gst1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000]
PMM0566,K00799,9165,Cardiovascular diseases,05418 Fluid shear stress and atherosclerosis [PATH:ko05418]
GSTO1,K00799,9165,Cardiovascular diseases,05418 Fluid shear stress and atherosclerosis [PATH:ko05418]
gst1,K00799,9165,Cardiovascular diseases,05418 Fluid shear stress and atherosclerosis [PATH:ko05418]
PMM0566,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
aroA,K00800,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
uppS,K00806,9109,Metabolism of terpenoids and polyketides,01006 Prenyltransferases [BR:ko01006]
uppS,K00806,9109,Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900]
aspC,K00812,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
aspC,K00812,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
aspC,K00812,9110,Biosynthesis of other secondary metabolites,"00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]"
aspC,K00812,9110,Biosynthesis of other secondary metabolites,00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950]
aspC,K00812,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
aspC,K00812,9110,Biosynthesis of other secondary metabolites,00401 Novobiocin biosynthesis [PATH:ko00401]
aspC,K00812,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
aspC,K00812,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
aspC,K00812,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
aspC,K00812,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
aspC,K00812,9105,Amino acid metabolism,00360 Phenylalanine metabolism [PATH:ko00360]
hisC,K00817,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
hisC,K00817,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
hisC,K00817,9105,Amino acid metabolism,00360 Phenylalanine metabolism [PATH:ko00360]
hisC,K00817,9110,Biosynthesis of other secondary metabolites,00401 Novobiocin biosynthesis [PATH:ko00401]
hisC,K00817,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
hisC,K00817,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
hisC,K00817,9110,Biosynthesis of other secondary metabolites,"00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]"
glmS,K00820,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
glmS,K00820,9112,Enzyme families,01002 Peptidases [BR:ko01002]
glmS,K00820,9166,Endocrine and metabolic diseases,04931 Insulin resistance [PATH:ko04931]
glmS,K00820,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
argD,K00821,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
argD,K00821,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
argD,K00821,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
bioA,K00822,9105,Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"
bioA,K00822,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
bioA,K00822,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
bioA,K00822,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410]
ilvE,K00826,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
ilvE,K00826,9105,Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"
ilvE,K00826,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
ilvE,K00826,9105,Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]"
ilvE,K00826,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
spt,K00830,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
spt,K00830,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
spt,K00830,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
spt,K00830,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
spt,K00830,9141,Transport and catabolism,04146 Peroxisome [PATH:ko04146]
spt,K00830,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
bioA,K00833,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
bioA,K00833,9108,Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780]
glk,K00845,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
glk,K00845,9101,Carbohydrate metabolism,00052 Galactose metabolism [PATH:ko00052]
glk,K00845,9110,Biosynthesis of other secondary metabolites,"00524 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]"
glk,K00845,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
glk,K00845,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
glk,K00845,9110,Biosynthesis of other secondary metabolites,00521 Streptomycin biosynthesis [PATH:ko00521]
cscK,K00847,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
PMM0505,K00847,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
cscK,K00847,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
PMM0505,K00847,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
cscK,K00847,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
PMM0505,K00847,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
rbsK,K00852,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
xylB,K00854,9101,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040]
cbbP,K00855,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
nadK2,K00858,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
nadK1,K00858,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
coaE,K00859,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
cysC,K00860,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
cysC,K00860,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
thrB,K00872,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
pyk,K00873,9161,Cancers,05230 Central carbon metabolism in cancer [PATH:ko05230]
pyk,K00873,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
pyk,K00873,9161,Cancers,05203 Viral carcinogenesis [PATH:ko05203]
pyk,K00873,9167,Infectious diseases,05165 Human papillomavirus infection [PATH:ko05165]
pyk,K00873,9152,Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922]
pyk,K00873,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
pyk,K00873,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
pyk,K00873,9166,Endocrine and metabolic diseases,04930 Type II diabetes mellitus [PATH:ko04930]
pyk,K00873,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
pyk,K00873,9123,"Folding, sorting and degradation",04131 Membrane trafficking [BR:ko04131]
PMM0989,K00876,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
PMM0989,K00876,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983]
aroK,K00891,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
dgkA,K00901,9132,Signal transduction,04072 Phospholipase D signaling pathway [PATH:ko04072]
dgkA,K00901,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
dgkA,K00901,9132,Signal transduction,04070 Phosphatidylinositol signaling system [PATH:ko04070]
dgkA,K00901,9161,Cancers,05231 Choline metabolism in cancer [PATH:ko05231]
dgkA,K00901,9103,Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564]
ispE,K00919,9109,Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900]
pgk,K00927,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
pgk,K00927,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
pgk,K00927,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
lysC,K00928,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
lysC,K00928,9110,Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261]
lysC,K00928,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
lysC,K00928,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
argB,K00930,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
proB,K00931,9110,Biosynthesis of other secondary metabolites,00332 Carbapenem biosynthesis [PATH:ko00332]
proB,K00931,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
ppk,K00937,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
ppk,K00937,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
ppk,K00937,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
adk,K00939,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
adk,K00939,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
adk,K00939,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
ndk,K00940,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983]
ndk,K00940,9132,Signal transduction,04016 MAPK signaling pathway - plant [PATH:ko04016]
ndk,K00940,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
ndk,K00940,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
ndk,K00940,9123,"Folding, sorting and degradation",04131 Membrane trafficking [BR:ko04131]
thiD,K00941,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
gmk,K00942,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
tmk,K00943,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
thiL,K00946,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
prsA,K00948,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
prsA,K00948,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
folK,K00950,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790]
spoT,K00951,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
coaD,K00954,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
sat,K00958,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
sat,K00958,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
sat,K00958,9110,Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261]
sat,K00958,9106,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450]
pnp,K00962,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
pnp,K00962,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
pnp,K00962,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
pnp,K00962,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
pnp,K00962,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
PMM1216,K00966,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
cugP,K00966,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
PMM1216,K00966,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
cugP,K00966,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
nadD,K00969,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
PMM0303,K00970,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
pcnB,K00970,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
PMM0303,K00970,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
pcnB,K00970,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
manC,K00971,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
manC,K00971,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
PMM0303,K00974,9122,Translation,03013 RNA transport [PATH:ko03013]
