GENE.NAME,CTRL0_A,CTRL0_B,CTRL0_C,TRT0_A,TRT0_B,TRT0_C,CTRL12_A,CTRL12_B,CTRL12_C,TRT12_A,TRT12_B,TRT12_C,TRT24_A,TRT24_B,TRT24_C,CTRL24_A,CTRL24_B,CTRL36_A,CTRL36_B,CTRL36_C,TRT36_A,TRT36_B,TRT36_C
hemF,1778,1324,2239,1112,1179,3220,2500,1534,1800,600,847,439,20,25,24,4520,5518,2328,1614,2854,36,29,21
PMM1583,826,1332,845,736,788,1298,1133,758,563,228,755,432,41,35,18,1098,656,775,460,1183,15,19,17
rnd,655,1041,553,404,651,868,2455,1612,1390,317,1113,550,30,33,17,774,707,1693,1344,2175,6,32,16
PMM1585,3250,3586,3142,2303,2314,4584,2720,2659,2324,405,1881,816,97,68,40,4504,3821,2884,1737,3164,19,47,13
PMM1587,1929,2911,3074,1748,2046,4607,4041,3993,4308,741,2436,959,73,79,44,4748,4202,4478,2444,5618,45,66,22
PMM1588,15518,16786,16387,10650,10333,23472,29020,23794,23951,4420,11715,4688,295,316,227,29845,29115,31270,19182,36631,207,404,164
purM,451,546,830,393,475,1237,5104,2944,3915,1508,1638,947,38,43,21,1684,2481,4625,3501,4824,38,62,31
panC/cmk,2264,3048,3202,1885,1904,4256,5497,3914,3220,1026,2358,1097,126,125,61,5430,3382,4297,2415,5113,45,72,53
wzb,501,535,665,427,429,1109,920,634,576,253,757,321,43,39,12,1084,933,531,331,789,6,14,8
pebB,626,729,673,441,554,1235,1709,1305,1416,257,1158,473,61,41,32,1121,924,1011,589,1465,14,14,18
pebA,279,342,288,133,253,608,970,712,859,161,428,161,12,10,11,371,291,523,247,679,6,19,12
ho1,747,960,804,620,720,1179,4247,2390,2689,818,1167,601,5,19,9,1298,1371,2714,1881,3238,30,29,22
icd,5448,7568,5752,4262,6791,8237,26573,23116,26650,6880,11038,3873,105,99,57,9454,10995,27179,23227,29614,217,307,133
PMM1597,755,934,701,580,802,1431,1859,1585,1407,375,1272,607,72,42,27,851,824,1225,660,1439,16,28,9
galM,1721,2381,1406,1884,1873,2136,858,736,796,259,597,334,41,16,19,1080,1550,728,543,813,12,16,5
PMM1599,9887,12945,6921,7670,8321,8767,3537,3022,3519,811,1879,920,122,64,48,7168,8926,4017,2495,4673,41,63,28
kefB,14116,12566,19998,11020,9428,25662,14637,15217,14180,3311,8012,2920,377,259,168,42905,41427,20276,12722,22133,136,236,143
PMM1602,3605,4802,4132,2531,3718,5638,24929,23436,33051,5522,11971,5333,85,103,50,6992,8838,34590,24512,37248,175,292,126
rnc,1420,1628,1349,1214,1154,2060,8038,6351,6211,1477,3396,1385,95,94,48,2901,2763,7503,5035,8316,56,100,53
ndhS,635,934,592,391,468,898,663,484,493,121,442,196,54,33,13,1082,716,538,319,683,11,5,20
rimM,427,504,592,334,454,920,2712,1981,1956,410,1173,549,18,26,21,1074,718,1596,990,2023,16,33,17
glmS,7835,9399,10353,6293,9385,16490,12401,8586,12923,4554,10690,6569,836,717,293,16215,18536,15031,10177,17874,221,282,189
acpP,44781,44117,49524,33427,29643,57027,21129,19992,26743,5933,10776,4644,686,455,242,77966,96561,40030,25026,41777,224,330,158
fabF,143159,122520,147748,108073,80387,169948,50590,45446,63765,15450,26355,12678,2212,1461,762,199210,260781,88590,50598,97111,606,885,411
tkt,226108,195219,225319,187897,118789,262205,42119,38889,53359,13453,24187,10862,2611,1716,756,243636,307386,70880,44248,74444,544,780,343
thiC,5315,12501,7451,4477,12978,10526,84012,85310,105197,23019,60769,32925,325,479,445,13239,14596,118015,101606,117742,756,1417,525
PMM1612,122,207,242,132,190,431,505,435,425,112,479,222,9,16,2,341,291,362,197,469,4,13,8
ama,833,993,1012,741,792,1639,4087,2742,2761,956,2204,1223,86,51,32,1998,1641,2741,1905,3346,35,63,44
PMM1614,1273,1374,1446,1150,777,1886,3467,2166,2302,769,1596,905,100,86,36,3209,2179,2460,1582,3117,50,38,35
ruvB,1115,1468,1329,1008,827,1768,5941,4957,5265,1513,2410,1114,120,78,43,2712,1616,4505,2445,5347,71,79,44
PMM1617,16342,15733,15475,13725,10578,22447,12253,9993,11388,2203,4539,1721,256,259,127,21979,22649,13392,8953,12603,149,174,111
lysS,13143,14782,13874,12315,10599,20907,20888,16846,18236,4542,9354,3993,325,344,199,20379,17360,20657,13487,23708,207,278,187
PMM1619,37538,44484,32849,32280,24890,40876,28039,23587,20556,5296,10688,4466,528,582,302,49142,37467,33431,20119,37205,279,353,278
PMM1620,173,209,172,89,147,410,338,376,339,66,280,88,13,2,12,276,184,273,126,317,8,7,3
mreC,353,554,510,400,439,845,2398,1663,2130,649,1254,744,58,44,34,876,941,1744,1361,2111,31,62,25
mreB,2149,2944,3028,2307,2304,4614,11041,8912,11865,3580,5892,2896,197,201,95,5435,5407,11813,7997,13266,145,206,103
ssb,390,711,381,329,480,494,8624,3285,3575,2102,2064,1206,43,39,10,647,329,3173,2168,3787,31,48,15
dedA,7865,12109,6255,7698,7294,7159,4517,4246,5409,1222,3181,1759,190,158,97,4009,5530,5318,3284,6289,47,97,38
ahcY,106980,149551,62488,84875,75653,62029,47748,39699,48782,10080,19937,9457,710,617,351,40171,55219,56648,43288,63288,409,654,342
tsaE,585,1107,634,516,616,893,1892,1332,1208,277,726,326,37,24,38,1136,665,1165,717,1561,21,25,21
cscK,1927,2077,1955,1153,1595,3162,2612,2123,3075,628,1739,925,119,94,45,3001,3549,3402,2312,4041,33,72,36
PMM1628,2490,3595,1417,1769,2468,2057,1328,920,830,265,1364,741,76,45,42,1387,1117,883,571,1212,17,30,19
PMM1629,60092,100077,51314,73412,28542,54184,18814,9621,6581,3763,5080,2696,332,296,162,27269,12498,11635,8724,17099,142,188,154
mgtE,6711,8830,9553,6406,6266,14146,17735,14756,16519,3886,8932,4471,472,397,285,15890,16482,19041,12943,21554,186,280,159
PMM1631,83,121,112,99,82,257,260,205,158,78,176,85,3,8,4,208,148,190,91,220,1,3,5
PMM1633,1443,1727,2217,1151,1844,3450,6240,5184,6511,1452,2695,1345,36,31,19,3160,4367,7037,4366,7167,44,104,27
gyrB,6146,6393,8412,4324,5688,11903,28872,17999,26814,8257,10154,6267,189,146,137,14143,20062,30142,20684,32156,240,325,148
miaA,1971,2603,2178,1666,1549,2875,4142,2644,2493,758,1255,607,45,38,33,3665,3084,3587,2286,3711,32,48,31
infC,11053,10017,10052,8884,7205,15130,13023,10460,11718,3212,6408,2540,285,266,114,13357,16840,14684,9646,14055,135,169,115
PMM1637,2217,2889,3070,2255,2513,5571,4496,3415,3749,1049,3211,1573,283,232,115,4127,3300,3597,2026,4321,51,99,56
cysE,2362,3260,3362,2443,2336,5138,4286,3137,3098,1143,2583,1361,186,166,75,4120,3013,3305,1755,4337,49,90,51
secA,13649,16190,16003,12033,10443,18534,16296,10681,12296,4283,5427,2775,193,173,124,21076,24505,15523,11241,16735,146,208,117
wecD,1516,2436,2013,874,1036,2248,3771,2183,1757,407,1476,638,104,69,32,2698,1491,1837,743,2866,19,27,26
cds-WP_011133268.1,425,670,465,502,435,751,1264,869,713,312,533,229,33,17,8,798,497,985,828,1159,9,24,12
PMM1642,2062,2996,2245,2045,1901,3621,4783,3666,3255,912,1722,633,59,40,32,3700,2551,4538,3579,5050,41,61,40
ribH,14400,17595,19952,10556,14391,29449,7072,8329,10945,1678,4122,1538,150,124,96,34789,37691,17988,12145,19337,78,187,84
psbZ,17452,19575,19802,8876,16728,28108,6700,7818,10739,1220,3796,1468,143,119,86,34974,42615,19954,15612,20818,96,164,66
mutS,1158,1856,1388,854,1278,1879,4766,2952,3029,846,2440,1230,97,96,46,2607,1422,2997,2061,3895,27,76,49
cobH,246,395,299,236,240,415,2053,1302,984,349,867,361,24,18,20,513,274,828,396,1255,18,29,26
holA,345,506,408,249,334,624,1394,1022,953,222,491,185,16,8,5,749,550,1013,900,1435,10,36,20
lysC,2059,2761,2238,1834,2059,3698,7192,5553,6105,1331,3755,1682,96,96,84,4454,3433,6533,4125,7335,60,109,63
uvrB,16346,23484,10568,12105,15686,12185,11973,9836,12703,3293,5793,2828,143,104,115,9090,12970,15254,12165,16747,94,174,114
tilS,297,379,402,221,312,719,990,731,695,225,540,228,19,19,5,804,570,708,479,942,9,16,6
rnj,51269,49268,60597,42779,26045,65038,50422,36041,49510,10806,17422,8564,556,425,384,73541,91421,59095,34000,73337,428,783,302
dapA,22285,21275,20782,16754,13114,24336,14014,11013,14426,3329,5547,2871,258,219,194,26452,34926,16508,8527,19693,126,229,102
asd,2048,2184,2221,1770,1141,3263,2534,1808,1802,518,1166,542,86,55,32,3805,2940,2419,1216,2781,32,64,34
tig,19815,17338,20497,13778,8552,24330,10384,7614,10798,2875,4249,1672,194,192,83,32404,36076,13712,8841,15517,96,128,65
clpX,3339,4281,4440,2479,5118,7611,31142,27782,36857,6935,16434,7186,162,106,137,13045,15202,42372,32519,43281,238,459,182
dnaX,1730,2799,2228,1315,2298,3403,11545,9625,10808,1807,6052,2501,72,59,72,4973,4283,10380,6363,11037,74,157,58
PMM1659,839,1091,1183,702,894,1964,862,652,632,263,1141,558,94,62,35,1773,1643,704,388,924,12,33,9
lytB,804,1167,1263,642,767,1779,1909,1580,1178,372,1489,645,78,58,28,2424,1193,1271,754,1748,27,32,20
rpmI,12150,11218,10639,8843,6788,11644,10048,6808,7139,2524,3408,1372,136,116,19,16437,15999,9849,6707,10604,63,86,44
rplT,36818,35008,36056,27542,19357,43332,24378,19668,20749,6067,9708,3457,414,388,131,56357,51055,27644,17652,31612,174,274,154
ycf37,11570,12468,17118,9197,7890,23428,10212,8350,9860,2194,5157,1880,302,285,152,23730,18263,9437,4853,11778,89,169,87
thiG,2390,2944,4607,2560,1923,6516,3767,2649,2747,756,1970,799,134,138,66,6614,3885,2785,1348,3424,30,72,43
sqdB,18451,14798,20520,13378,14219,29460,11966,10403,16518,3588,5851,2552,275,166,146,27148,45805,20037,14193,19109,156,202,106
sqdX,6614,6004,9753,5400,5820,13340,6177,4878,6494,1453,2634,1137,131,93,100,12482,15501,7783,5291,7996,67,104,45
PMM1667,6531,9267,6055,4462,6977,9879,38203,29539,27183,6458,16113,7730,164,176,157,8042,7223,32139,30851,33497,203,343,170
gcvP,4509,7611,4868,3881,6064,6828,26012,23942,30645,5438,12222,5229,149,144,145,7335,6902,31266,22809,35058,279,459,190
gcvH,1946,2428,1473,1506,1068,1650,2361,1708,1584,420,697,311,31,49,17,2010,1447,1958,1286,2475,27,33,18
metC,3169,2613,2607,2198,978,3058,3449,2103,2106,562,1261,747,141,188,71,4227,3992,3649,1721,4332,62,81,46
PMM1671,3113,2666,2350,2027,740,3264,2301,1186,1574,381,904,655,131,207,80,3624,5922,2535,1181,3541,62,57,45
rplI,30616,28684,23467,21692,12131,26409,18673,14067,16430,4205,7336,3585,459,520,269,36212,37064,26130,16539,28408,238,308,210
dnaB,9012,8648,9675,7057,5668,13843,17533,13669,16206,4193,11744,5868,608,749,321,16423,13888,15762,10250,18823,331,334,264
mnmG,2415,3034,2516,1918,2341,4252,8630,5843,5673,1919,6613,3188,384,320,147,4364,3241,5074,3818,6018,144,165,137
ubiC,1689,1925,1363,1268,1475,2210,3945,2760,2486,656,1663,686,75,49,47,1659,1252,1889,1243,2395,37,31,34
PMM1678,5126,6534,3345,3876,3889,3556,4361,2901,3939,1286,1596,1018,52,60,25,3003,4176,4157,3078,4491,36,39,24
lig,2922,3993,2564,2393,2466,2927,4713,2689,3565,1232,2194,1347,73,98,58,2464,2626,2994,2093,3502,49,78,52
cds-WP_011133307.1,972,991,723,356,442,1011,845,636,605,136,325,156,15,10,3,838,596,443,185,734,3,10,3
PMM1681,582,603,890,424,535,1326,990,904,1011,170,696,372,44,7,8,1203,1350,946,550,1046,4,9,4
valS,5238,5074,6744,3982,4302,10411,8913,7052,9695,2086,4339,2141,172,122,81,11690,15976,11328,8176,12001,94,149,70
PMM1683,993,1230,992,899,1048,1961,963,1045,1734,322,751,276,27,19,16,1296,1442,1116,672,1145,17,23,14
mazG,337,402,454,241,335,698,1560,1092,1055,293,764,352,25,15,13,764,667,1302,939,1496,12,26,10
speE,913,1089,1125,699,705,1813,2712,2296,2020,503,1567,663,56,53,30,1981,1962,2231,1382,2722,17,42,16
speB,921,1018,1038,743,713,1772,2542,2063,1765,545,1733,773,74,56,29,1623,1793,2036,1295,2852,13,30,21
gcvT,1284,1879,1271,956,1313,2087,7843,5586,4654,1294,3193,1450,89,49,48,2737,1665,6356,4584,7315,38,63,51
aspS,3739,3335,4120,3127,2272,6577,5175,3569,3540,1158,2644,1371,110,77,58,5198,6555,3914,2330,4573,46,68,36
pyrG,2736,3354,3249,1998,2982,5642,10911,8810,12837,2351,5211,2463,85,97,73,6044,7337,12424,9626,13367,88,169,80
queE,326,482,430,272,579,887,1815,1530,1988,312,811,352,12,19,24,897,901,1572,1122,1741,20,40,24
queC,850,1021,823,676,850,1493,2748,2029,2410,568,1137,497,22,27,26,1240,1107,1799,1086,2274,20,29,24
trpE_2,592,718,547,524,478,1015,2369,1378,1603,507,1146,566,41,36,19,948,750,1226,759,1475,18,43,17
pabC,242,327,229,210,288,486,865,504,517,198,567,271,20,18,16,397,232,368,219,526,14,22,8
PMM1695,1631,2266,1362,1158,1151,2170,1488,1036,973,267,1049,446,74,48,26,2050,1185,974,623,1461,24,41,18
ppk,2206,2729,1900,1327,2083,3007,3151,1984,1802,473,1447,681,87,61,34,2374,1754,1805,1162,2540,42,67,42
PMM1697,3520,5534,6832,2278,5574,9956,43805,34223,45888,12925,19355,10217,239,215,142,16306,15273,60163,43463,63051,380,594,278
aroF,1514,1495,1978,933,1263,3149,5124,4872,5996,1214,3465,1463,121,69,37,4014,4378,6420,4310,6918,39,113,41
acnB,9657,12237,11247,7161,7687,14687,15811,11324,12629,3611,11577,5404,466,372,185,23673,17214,16448,12868,22070,170,244,181
eriC,3403,3370,3280,2025,3265,5247,2281,2064,2807,779,3698,1985,270,155,63,3718,4745,2541,1547,3389,28,51,30
purU,1246,1866,1412,1155,934,2046,2887,2212,1689,694,2245,1155,166,140,74,2580,1372,2135,1164,2698,39,69,34
PMM1703,714,1043,843,585,808,1550,4874,2749,2452,786,1841,970,84,61,42,1723,1088,2704,1942,3478,38,76,24
dnaK2,183439,259484,120827,139868,93175,130545,257091,216878,198137,58109,98480,29868,1030,1318,845,277464,137881,233688,159671,316696,2034,3240,1453
aroE,1810,2775,1764,1078,1189,2063,2973,2521,2283,553,1954,890,48,43,15,3324,1962,2847,1813,3586,25,28,17
rpsF,12904,14933,16774,10390,8963,22513,15209,13628,12495,3467,6857,2203,304,372,99,28922,19563,16564,12826,16602,147,198,101
argG,3493,4114,3855,2834,2941,5210,9989,8214,9557,2545,4419,1895,84,58,64,7034,9921,12254,9264,13112,65,138,74
PMM1708,4633,6104,4607,3994,3423,6019,7001,4875,6258,2020,2732,1340,66,54,24,8175,8087,6457,4433,7325,47,46,36
PMM1710,5705,7675,2754,3940,3350,3493,2490,2059,1644,470,1661,780,96,52,45,3590,3190,2044,1457,2417,21,27,22
uvrA,5508,8910,5233,5841,6603,7514,8711,6870,6550,1839,4432,1979,160,151,140,3915,3234,6015,4209,7400,107,121,100
recN,523,664,608,296,519,1169,2410,1818,2182,570,1370,625,32,32,15,968,960,1591,855,2103,25,36,13
PMM1714,6549,7295,4932,4997,4652,7584,6549,4584,4423,1386,3313,1624,181,123,78,4892,4636,4709,2733,5570,58,126,57
PMM1715,957,1038,950,468,819,1461,1722,998,964,276,690,387,42,23,16,735,522,595,268,927,10,15,9
thrC,3022,4073,3651,2844,2806,5902,5170,3912,3656,1049,2412,1123,74,67,60,5529,3847,4163,2449,4972,43,81,31
petN,486,745,758,439,486,1141,1182,1425,2020,284,887,325,13,9,5,1036,1492,2015,881,2071,8,24,12
psbE,141690,190509,137941,86135,162895,158198,67358,70253,97951,16110,32924,14447,1199,891,585,154422,202729,133272,100429,122626,568,1050,420
csoS1A,166707,64027,287242,112648,50764,342870,10158,6298,9767,3344,4619,4889,2478,895,842,269669,372021,10196,6065,10855,154,210,126
cds-WP_011820175.1,1651,1574,1782,1714,1223,5010,9794,4871,5861,1775,3228,1364,109,149,73,2815,2499,6160,4248,8375,101,137,89
cytM,1428,2002,998,964,1178,1813,1715,1607,903,491,2898,1299,112,90,39,1401,709,884,663,1211,21,40,22
TX50_RS05620,1516,1602,676,701,737,703,1064,868,712,163,429,125,6,16,3,788,804,835,636,1211,9,25,6
PMM1946,1001,1042,642,327,521,807,1776,1469,944,314,957,443,34,30,17,728,434,952,466,1351,7,18,11
TX50_RS05500,508,837,370,417,490,488,2551,1863,2277,456,1267,473,25,39,26,665,284,1450,905,1851,31,36,19
PMM1944,240,351,190,156,143,210,307,181,86,59,155,87,7,5,4,212,74,107,52,140,6,9,8
PMM1943,463,569,573,328,462,1028,544,492,616,126,296,133,13,6,11,732,669,575,276,690,9,11,6
PMM1022,10767,13416,6342,6356,8111,7547,3839,3640,4676,770,2116,795,83,62,28,3696,5110,4515,2795,4986,30,85,37
PMM1941,185,235,223,151,206,323,570,440,391,85,220,52,6,5,5,394,275,352,213,451,6,8,7
PMM1939,271,398,221,146,169,475,657,339,247,81,244,112,17,9,3,489,132,141,105,341,10,8,8
PMM1937,391,437,222,150,250,309,427,368,262,23,242,81,5,6,4,215,111,167,84,274,3,15,4
dusB,1196,1376,751,703,717,924,1470,861,776,267,747,334,51,43,34,1171,740,799,682,1121,40,56,25
PMM1934,272,390,291,236,285,552,2180,2988,3381,580,1945,714,26,32,19,486,363,3455,2318,3215,19,43,12
PMM1926,212,265,170,116,151,289,720,416,424,216,387,214,30,24,12,392,226,458,331,548,14,12,4
PMM1925,4572,4484,6589,2210,4584,11765,4902,4483,5150,783,2613,1030,123,74,32,13003,12279,6861,4368,9822,35,99,34
PMM1924,7821,6861,8727,3511,6282,13014,6213,5591,6057,994,2830,1058,146,86,38,17913,18428,10476,8493,13922,49,88,30
PMM1919,478,658,448,195,469,823,2832,2867,2892,414,1819,566,31,27,27,847,458,1567,671,2203,26,47,29
urtA,187389,186297,115936,126362,15074,135929,128440,32747,67922,18770,31161,7893,1885,736,550,634287,193886,37805,14810,102567,505,607,234
crtH,3571,5353,3662,3322,5673,9590,4958,4243,5091,1902,12733,6538,1088,599,215,4092,4274,4549,3097,5487,109,168,71
PMM1109,8574,10177,8773,6945,5311,11106,6743,5651,5887,1394,2605,912,81,81,56,14319,12340,7424,4855,10070,65,140,66
PMM1095,228,332,287,183,210,385,690,363,353,133,304,179,17,16,17,349,174,252,203,331,10,11,4
rbsK,228,234,156,164,174,270,616,427,422,134,255,109,29,18,25,311,228,306,219,472,15,37,16
PMM1041,395,577,280,265,213,285,729,330,311,126,235,105,13,22,16,704,211,254,146,584,11,27,13
PMM1026,3352,3576,1571,2308,1814,2037,2421,1404,923,629,2587,1800,201,181,46,1697,831,1000,586,2608,31,55,26
btuE,14773,24430,7185,13676,10328,8480,1624,1348,1236,269,733,351,66,63,57,4308,3533,1620,989,2197,29,46,26
PMM0998,1225,2074,916,865,1132,1074,1932,1141,730,426,1621,895,66,49,27,1241,615,754,500,1264,29,43,27
PMM0170,3328,4836,2071,2753,3413,3572,4153,3490,3048,937,4385,2276,223,204,112,2709,2130,3105,1922,4129,76,99,54
nadK1,972,1319,871,666,1014,1628,1870,1575,1543,387,1701,751,78,61,31,1213,792,961,659,1555,22,45,24
PMM0126,1533,2029,1290,1218,1021,1876,3306,2071,1859,652,1138,607,68,53,37,2112,1422,2133,1414,2527,19,43,16
PMM1804,979,1655,830,634,976,955,2627,1724,1929,446,1210,599,36,34,20,1343,1128,2592,1554,3124,18,32,14
PMM1803,2059,3529,2143,2340,3594,3180,3503,3975,4266,687,1942,758,24,27,23,1916,2032,2660,1695,3038,20,51,14
psbX,14687,19714,14208,6233,16494,17298,6502,7726,9882,929,3807,1475,144,113,81,21295,21048,13761,9198,14823,68,99,34
PMM0058,1070,1413,1174,941,1199,1775,5506,3729,4398,1443,2870,1491,71,71,44,1801,1356,4026,2328,4214,40,61,33
smc,1760,2754,3152,1311,2152,5390,9727,5868,6200,2174,5245,2691,189,193,127,5487,3203,5223,2923,6431,81,155,85
argJ,694,949,493,617,749,1061,2063,1636,1936,442,1803,807,76,94,30,890,607,1562,990,1984,43,57,35
serC,2086,3282,2592,1636,2639,3466,31955,26304,28833,6499,11309,4229,69,80,72,4958,4565,32887,28142,36413,195,318,139
menE,432,459,429,307,404,809,1297,959,925,305,1338,603,70,50,25,666,470,750,481,1029,17,24,16
hemD,828,913,860,827,699,1455,1653,1570,1610,420,1000,441,60,35,18,1375,1228,1462,863,1825,29,35,15
rbn,4115,4584,3412,3601,2891,5385,4058,3976,4332,847,2257,917,107,48,27,4335,4768,4546,2537,5522,28,74,34
PMM0941,2409,2995,2574,1472,2514,3305,12536,6182,7717,4530,3105,2261,60,39,39,4841,5705,9691,7682,9633,74,81,57
dnaJ2,1926,2532,2136,1373,2013,3293,6232,5631,5647,1137,3058,959,75,69,79,3526,2548,4872,3811,5282,81,167,60
TX50_RS04605,13262,22087,3897,6902,5963,3504,4526,1813,1579,554,893,522,56,45,42,3371,2945,1885,1461,3272,35,48,32
PMM1896,176,348,107,283,72,181,35,27,18,58,243,207,39,36,9,29,13,19,11,28,1,3,2
PMM2004,48,121,39,130,25,75,12,25,12,13,60,32,1,2,1,12,16,11,9,20,1,0,0
PMM0947,3225,3835,2463,2353,2276,4010,6605,5762,5552,1378,2832,1157,51,72,28,4828,4562,6248,4074,6377,47,76,38
PMM0924,1741,1735,1678,1157,1044,2638,1769,1398,1166,370,1451,678,107,86,55,2056,1972,1304,782,1498,43,81,37
hemJ,804,882,790,479,627,1407,2109,2083,2401,482,1580,711,62,38,49,1624,1933,2281,1424,2664,50,82,31
PMM0826,1054,880,1560,738,841,2259,4866,3371,5193,1355,2256,1101,29,36,29,3663,3656,5043,3377,5762,37,66,32
PMM1388,441,618,317,294,274,449,1314,893,561,254,537,202,22,18,18,527,274,598,390,813,2,9,8
cds-WP_036930488.1,1109,2709,2769,801,3937,4393,5457,4602,4375,803,2907,1336,54,95,22,3742,2048,7225,5476,7919,24,85,24
PMM1989,422,803,516,239,398,441,744,425,238,85,255,122,13,9,0,571,282,292,121,441,4,6,7
PMM1983,2846,4647,2332,3158,2684,3057,696,375,674,136,449,353,68,62,15,1283,1481,412,293,506,12,11,18
PMM1372,478,621,451,272,406,867,1492,732,536,312,289,147,6,6,8,1075,415,574,441,983,6,16,8
PMM1978,789,1065,560,759,723,1050,295,240,301,52,167,60,4,6,10,577,552,314,196,363,4,8,5
PMM1363,164,341,157,156,188,198,751,679,381,99,343,150,11,8,3,378,213,638,673,863,4,4,3
lpxA,2663,2102,2524,1963,1628,4137,1700,1379,1530,786,1846,1095,137,94,35,3577,4951,1936,1061,2127,26,43,35
PMM1318,1392,1638,1074,757,1008,1592,1353,1227,1238,271,1171,410,15,19,7,1759,1375,1225,767,1666,8,18,23
hemW,1162,1526,1095,1046,912,1726,2081,1447,1093,597,2186,1223,151,104,48,1955,1048,1132,697,1803,31,58,32
TX50_RS06605,688,702,968,285,621,1790,1606,1525,1470,217,1166,418,42,34,20,1587,1412,1132,480,1589,22,35,13
cds-WP_036930534.1,2213,2238,2410,1450,1546,3959,2951,2799,2718,555,1635,509,60,45,52,2862,2868,2496,1666,3000,21,81,37
cds-WP_036930537.1,1234,1399,1342,754,1036,1877,2550,2055,1708,413,1896,724,92,46,18,1739,1452,1450,947,2214,19,61,25
rnpA,10880,15257,8221,10725,7691,10690,3777,2769,3260,1118,2355,1152,207,195,61,7915,8242,3681,1968,4326,57,70,57
PMM1182,13510,14268,13313,10049,8683,17938,10785,9437,10079,1971,5146,1881,152,153,72,20333,18361,10876,6631,13597,88,166,61
PMM1968,375,482,335,320,387,589,1063,758,817,272,594,303,20,9,4,568,566,1036,691,1323,8,16,6
TX50_RS06270,641,925,599,509,650,945,1859,1410,1226,449,894,429,24,11,11,946,947,1995,1464,2366,10,30,6
PMM1966,1592,2408,1791,1419,1708,4109,3748,3415,3854,1409,4981,3175,165,143,111,2114,1926,4038,2729,4923,44,91,46
dxr,2179,1887,2953,1901,1580,5076,1580,1147,1721,471,904,396,67,61,39,4380,6417,1813,1176,1969,36,50,36
PMM1963,56,69,36,39,43,83,149,99,75,40,101,51,5,2,0,96,84,97,51,140,0,6,0
PMM1962,281,297,304,131,179,447,353,293,333,56,154,104,7,4,2,464,561,382,144,509,4,6,5
PMM1961,184,366,337,163,230,277,848,326,337,232,257,190,16,13,4,589,357,512,341,678,3,5,4
PMM1959,1116,1475,723,916,1015,1219,543,423,390,90,369,166,13,10,12,614,561,352,178,498,5,16,0
PMM1958,1767,2135,1060,1004,1314,1683,927,735,732,98,516,210,18,27,12,1247,967,682,303,986,13,21,5
PMM1957,434,508,501,240,424,811,767,515,619,96,381,147,6,7,3,684,754,498,327,837,4,12,2
PMM1369,1232,1496,1878,871,1588,3356,1548,1483,1474,373,1191,526,66,62,27,2842,3735,1731,1033,1834,18,29,16
argD,1803,2489,1759,1502,1698,3035,8607,6659,6798,2008,4520,1886,79,70,70,3171,2763,5553,4135,6343,61,120,59
TX50_RS06810,3684,4344,2739,2928,2098,3486,2361,1771,1555,393,1010,429,48,45,21,3965,3522,2495,1341,3283,31,34,26
PMM1153,1144,1697,1259,1021,945,1896,4195,3075,2707,985,2133,1011,78,49,37,2122,1414,2969,2407,3453,41,48,47
TX50_RS06035,106,183,101,44,77,145,290,208,141,56,113,51,6,5,3,134,76,142,122,213,1,12,1
PMM2008,914,1292,342,441,992,622,3369,2317,689,888,6891,3085,200,120,58,873,129,492,337,1241,23,37,26
PMM2009,12,56,20,20,27,45,114,70,50,49,59,48,1,7,1,31,18,61,46,65,2,1,0
PMM2011,294,551,440,130,441,516,1342,1012,709,172,460,209,3,3,6,671,361,1012,638,1251,5,20,4
PMM2014,429,970,750,407,741,989,1625,1406,1173,267,749,308,17,11,13,1024,636,1790,1233,2321,2,14,9
PMM2015,151,239,161,124,140,229,466,277,260,122,596,302,35,29,6,403,209,357,259,507,5,19,6
hhoA,5939,10503,4495,7029,5402,4907,6909,5640,5540,1646,3498,1729,157,151,110,4322,3084,4866,3115,6188,65,121,62
PMM1516,26,30,44,26,62,71,398,286,589,115,350,187,11,6,13,107,84,361,210,372,5,7,1
mcrA,3050,5202,2115,2105,3616,2683,8441,7717,6486,1212,3805,1285,56,52,44,3073,1979,8209,6619,9089,74,111,58
PMM2019,1057,1239,1417,865,1165,2701,4496,4091,5603,921,1998,769,30,17,21,2531,2786,5009,3517,5438,45,59,29
PMM1677,228,308,151,133,193,305,880,628,461,163,392,166,18,22,2,381,221,589,394,806,9,8,19
TX50_RS09065,372,631,768,216,596,1199,4035,2930,4168,1000,3474,2082,62,43,29,1408,1225,3971,2644,4762,38,65,29
mraY,1566,2135,1853,1514,1473,2859,2821,2043,2528,987,1978,1203,89,60,27,2817,2865,2087,1285,2709,20,45,28
spsA,3325,5416,7164,2766,8842,13968,16508,14685,20600,3633,12376,5708,326,301,178,8547,7820,21485,13793,22587,206,408,188
nusB,1375,1909,1322,919,1654,2049,2948,2751,3013,543,1719,672,46,41,22,2070,1988,2869,1660,3261,11,54,22
PMM1493,1320,827,1831,1303,1098,3692,3830,3849,5048,1174,2094,794,32,21,17,1978,3410,4168,2183,4133,33,55,28
clpS,4776,5848,4605,3839,3299,6056,6785,5575,5612,1507,4073,1928,197,164,60,7273,6638,6722,4568,7909,53,87,44
recF,307,540,472,301,451,978,1326,892,770,333,1567,754,95,44,9,881,510,592,327,994,18,19,19
PMM1595,155,295,166,124,204,311,3738,2510,1917,675,1182,493,21,13,8,380,178,2199,2062,2738,27,14,17
